Trade(buyOrderId=BUY-1763965650528-006499, sellOrderId=SELL-1763965655403-007276, tradeType=FOREX, price=2.47, quantity=411, timestamp=1774605095574)
Trade(buyOrderId=BUY-1763965650525-004036, sellOrderId=SELL-1763965655393-001612, tradeType=FOREX, price=7.09, quantity=201, timestamp=1774611750790)
Trade(buyOrderId=BUY-1763965650528-006318, sellOrderId=SELL-1763965655393-001612, tradeType=FOREX, price=7.09, quantity=198, timestamp=1774611750791)
Trade(buyOrderId=BUY-1763965650528-006318, sellOrderId=SELL-1763965655396-003373, tradeType=FOREX, price=5.97, quantity=55, timestamp=1774611750791)
Trade(buyOrderId=BUY-1763965650521-001372, sellOrderId=SELL-1763965655396-003373, tradeType=FOREX, price=5.97, quantity=62, timestamp=1774611750792)
Trade(buyOrderId=BUY-1763965650521-001372, sellOrderId=SELL-1763965655397-003510, tradeType=FOREX, price=5.08, quantity=525, timestamp=1774611750793)
Trade(buyOrderId=BUY-1763965650522-002135, sellOrderId=SELL-1763965655397-003510, tradeType=FOREX, price=5.08, quantity=150, timestamp=1774611750794)
Trade(buyOrderId=BUY-1763965650524-003051, sellOrderId=SELL-1763965655397-003510, tradeType=FOREX, price=5.08, quantity=177, timestamp=1774611750795)
Trade(buyOrderId=BUY-1763965650523-002626, sellOrderId=SELL-1763965655397-003861, tradeType=EQUITY, price=278.95, quantity=2, timestamp=1774611750796)
Trade(buyOrderId=BUY-1763965650528-006252, sellOrderId=SELL-1763965655394-001943, tradeType=CRYPTO, price=2632.87, quantity=5, timestamp=1774611750796)
Trade(buyOrderId=BUY-1763965650527-005503, sellOrderId=SELL-1763965655394-001943, tradeType=CRYPTO, price=2632.87, quantity=2, timestamp=1774611750797)
Trade(buyOrderId=BUY-1763965650529-006737, sellOrderId=SELL-1763965655394-001943, tradeType=CRYPTO, price=2632.87, quantity=11, timestamp=1774611750798)
Trade(buyOrderId=BUY-1763965650529-006737, sellOrderId=SELL-1763965655393-001683, tradeType=CRYPTO, price=1211.05, quantity=1, timestamp=1774611750802)
Trade(buyOrderId=BUY-1763965650526-004704, sellOrderId=SELL-1763965655393-001683, tradeType=CRYPTO, price=1211.05, quantity=6, timestamp=1774611750804)
Trade(buyOrderId=BUY-1763965650521-001268, sellOrderId=SELL-1763965655393-001683, tradeType=CRYPTO, price=1211.05, quantity=4, timestamp=1774611750806)
Trade(buyOrderId=BUY-1763965650523-002626, sellOrderId=SELL-1763965655391-000880, tradeType=EQUITY, price=300.72, quantity=93, timestamp=1774611750807)
Trade(buyOrderId=BUY-1763965650524-003206, sellOrderId=SELL-1763965655391-000880, tradeType=EQUITY, price=300.72, quantity=156, timestamp=1774611750807)
Trade(buyOrderId=BUY-1763965650523-002365, sellOrderId=SELL-1763965655391-000880, tradeType=EQUITY, price=300.72, quantity=69, timestamp=1774611750808)
Trade(buyOrderId=BUY-1763965650521-001202, sellOrderId=SELL-1763965655391-000880, tradeType=EQUITY, price=300.72, quantity=12, timestamp=1774611750809)
Trade(buyOrderId=BUY-1763965650524-003051, sellOrderId=SELL-1763965655395-002774, tradeType=FOREX, price=4.29, quantity=146, timestamp=1774611750809)
Trade(buyOrderId=BUY-1763965650521-001268, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=5, timestamp=1774611750810)
Trade(buyOrderId=BUY-1763965650527-005653, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=7, timestamp=1774611750812)
Trade(buyOrderId=BUY-1763965650529-006865, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=11, timestamp=1774611750812)
Trade(buyOrderId=BUY-1763965650524-003331, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=10, timestamp=1774611750814)
Trade(buyOrderId=BUY-1763965650526-004724, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=12, timestamp=1774611750822)
Trade(buyOrderId=BUY-1763965650519-000600, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=11, timestamp=1774611750823)
Trade(buyOrderId=BUY-1763965650522-001938, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=4, timestamp=1774611750824)
Trade(buyOrderId=BUY-1763965650521-001298, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=12, timestamp=1774611750825)
Trade(buyOrderId=BUY-1763965650528-006555, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=3, timestamp=1774611750825)
Trade(buyOrderId=BUY-1763965650527-005109, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=10, timestamp=1774611750826)
Trade(buyOrderId=BUY-1763965650528-005890, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=12, timestamp=1774611750827)
Trade(buyOrderId=BUY-1763965650523-002441, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=4, timestamp=1774611750827)
Trade(buyOrderId=BUY-1763965650522-002038, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=7, timestamp=1774611750828)
Trade(buyOrderId=BUY-1763965650520-000781, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=5, timestamp=1774611750828)
Trade(buyOrderId=BUY-1763965650526-004548, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=9, timestamp=1774611750829)
Trade(buyOrderId=BUY-1763965650522-002212, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=9, timestamp=1774611750830)
Trade(buyOrderId=BUY-1763965650527-005469, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=3, timestamp=1774611750830)
Trade(buyOrderId=BUY-1763965650529-007390, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=8, timestamp=1774611750831)
Trade(buyOrderId=BUY-1763965650526-004443, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=4, timestamp=1774611750831)
Trade(buyOrderId=BUY-1763965650522-001753, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=1, timestamp=1774611750832)
Trade(buyOrderId=BUY-1763965650524-003182, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=11, timestamp=1774611750833)
Trade(buyOrderId=BUY-1763965650529-006705, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=7, timestamp=1774611750834)
Trade(buyOrderId=BUY-1763965650524-003657, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=10, timestamp=1774611750834)
Trade(buyOrderId=BUY-1763965650527-005210, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=6, timestamp=1774611750835)
Trade(buyOrderId=BUY-1763965650522-002126, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=1, timestamp=1774611750836)
Trade(buyOrderId=BUY-1763965650524-003670, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=11, timestamp=1774611750837)
Trade(buyOrderId=BUY-1763965650528-006344, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=12, timestamp=1774611750838)
Trade(buyOrderId=BUY-1763965650523-002952, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=5, timestamp=1774611750838)
Trade(buyOrderId=BUY-1763965650529-006943, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=11, timestamp=1774611750839)
Trade(buyOrderId=BUY-1763965650525-004076, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=2, timestamp=1774611750840)
Trade(buyOrderId=BUY-1763965650528-005832, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=9, timestamp=1774611750840)
Trade(buyOrderId=BUY-1763965650521-001295, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=7, timestamp=1774611750841)
Trade(buyOrderId=BUY-1763965650523-002865, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=11, timestamp=1774611750842)
Trade(buyOrderId=BUY-1763965650524-003307, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=6, timestamp=1774611750844)
Trade(buyOrderId=BUY-1763965650524-003074, sellOrderId=SELL-1763965655393-001473, tradeType=CRYPTO, price=152.04, quantity=2, timestamp=1774611750844)
Trade(buyOrderId=BUY-1763965650524-003051, sellOrderId=SELL-1763965655395-002687, tradeType=FOREX, price=3.28, quantity=503, timestamp=1774611750845)
Trade(buyOrderId=BUY-1763965650529-007418, sellOrderId=SELL-1763965655395-002687, tradeType=FOREX, price=3.28, quantity=217, timestamp=1774611750845)
Trade(buyOrderId=BUY-1763965650521-001202, sellOrderId=SELL-1763965655397-003747, tradeType=EQUITY, price=229.79, quantity=71, timestamp=1774611750846)
Trade(buyOrderId=BUY-1763965650529-007222, sellOrderId=SELL-1763965655397-003747, tradeType=EQUITY, price=229.79, quantity=3, timestamp=1774611750847)
Trade(buyOrderId=BUY-1763965650529-007418, sellOrderId=SELL-1763965655390-000200, tradeType=FOREX, price=2.5, quantity=78, timestamp=1774611750847)
Trade(buyOrderId=BUY-1763965650529-007418, sellOrderId=SELL-1763965655393-001706, tradeType=FOREX, price=6.33, quantity=396, timestamp=1774611750850)
Trade(buyOrderId=BUY-1763965650526-004860, sellOrderId=SELL-1763965655393-001706, tradeType=FOREX, price=6.33, quantity=252, timestamp=1774611750851)
Trade(buyOrderId=BUY-1763965650529-007222, sellOrderId=SELL-1763965655395-002645, tradeType=EQUITY, price=296.56, quantity=163, timestamp=1774611750853)
Trade(buyOrderId=BUY-1763965650524-003223, sellOrderId=SELL-1763965655395-002645, tradeType=EQUITY, price=296.56, quantity=112, timestamp=1774611750853)
Trade(buyOrderId=BUY-1763965650524-003074, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=9, timestamp=1774611750854)
Trade(buyOrderId=BUY-1763965650529-007086, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=10, timestamp=1774611750855)
Trade(buyOrderId=BUY-1763965650523-002723, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=2, timestamp=1774611750856)
Trade(buyOrderId=BUY-1763965650524-003261, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=12, timestamp=1774611750857)
Trade(buyOrderId=BUY-1763965650521-001434, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=3, timestamp=1774611750857)
Trade(buyOrderId=BUY-1763965650521-001097, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=9, timestamp=1774611750858)
Trade(buyOrderId=BUY-1763965650523-002784, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=8, timestamp=1774611750859)
Trade(buyOrderId=BUY-1763965650525-004235, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=8, timestamp=1774611750860)
Trade(buyOrderId=BUY-1763965650529-006647, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=12, timestamp=1774611750860)
Trade(buyOrderId=BUY-1763965650526-004752, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=2, timestamp=1774611750860)
Trade(buyOrderId=BUY-1763965650521-001560, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=10, timestamp=1774611750861)
Trade(buyOrderId=BUY-1763965650525-004120, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=9, timestamp=1774611750862)
Trade(buyOrderId=BUY-1763965650529-006685, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=12, timestamp=1774611750862)
Trade(buyOrderId=BUY-1763965650522-001923, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=7, timestamp=1774611750863)
Trade(buyOrderId=BUY-1763965650525-003860, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=2, timestamp=1774611750864)
Trade(buyOrderId=BUY-1763965650524-003352, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=2, timestamp=1774611750865)
Trade(buyOrderId=BUY-1763965650526-004816, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=9, timestamp=1774611750866)
Trade(buyOrderId=BUY-1763965650527-005231, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=3, timestamp=1774611750867)
Trade(buyOrderId=BUY-1763965650520-001030, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=10, timestamp=1774611750868)
Trade(buyOrderId=BUY-1763965650528-005878, sellOrderId=SELL-1763965655394-002015, tradeType=CRYPTO, price=250.83, quantity=2, timestamp=1774611750869)
Trade(buyOrderId=BUY-1763965650524-003223, sellOrderId=SELL-1763965655393-001477, tradeType=EQUITY, price=114.25, quantity=25, timestamp=1774611750870)
Trade(buyOrderId=BUY-1763965650528-006319, sellOrderId=SELL-1763965655393-001477, tradeType=EQUITY, price=114.25, quantity=145, timestamp=1774611750871)
Trade(buyOrderId=BUY-1763965650521-001420, sellOrderId=SELL-1763965655393-001477, tradeType=EQUITY, price=114.25, quantity=63, timestamp=1774611750872)
Trade(buyOrderId=BUY-1763965650526-004600, sellOrderId=SELL-1763965655393-001477, tradeType=EQUITY, price=114.25, quantity=133, timestamp=1774611750872)
Trade(buyOrderId=BUY-1763965650527-005357, sellOrderId=SELL-1763965655393-001477, tradeType=EQUITY, price=114.25, quantity=145, timestamp=1774611750873)
Trade(buyOrderId=BUY-1763965650525-004159, sellOrderId=SELL-1763965655393-001477, tradeType=EQUITY, price=114.25, quantity=80, timestamp=1774611750874)
Trade(buyOrderId=BUY-1763965650525-004159, sellOrderId=SELL-1763965655394-002018, tradeType=EQUITY, price=94.01, quantity=70, timestamp=1774611750874)
Trade(buyOrderId=BUY-1763965650520-001038, sellOrderId=SELL-1763965655394-002018, tradeType=EQUITY, price=94.01, quantity=139, timestamp=1774611750875)
Trade(buyOrderId=BUY-1763965650529-006991, sellOrderId=SELL-1763965655394-002018, tradeType=EQUITY, price=94.01, quantity=38, timestamp=1774611750875)
Trade(buyOrderId=BUY-1763965650529-007195, sellOrderId=SELL-1763965655394-002018, tradeType=EQUITY, price=94.01, quantity=41, timestamp=1774611750876)
Trade(buyOrderId=BUY-1763965650526-005068, sellOrderId=SELL-1763965655394-002018, tradeType=EQUITY, price=94.01, quantity=99, timestamp=1774611750877)
Trade(buyOrderId=BUY-1763965650520-000978, sellOrderId=SELL-1763965655394-002018, tradeType=EQUITY, price=94.01, quantity=206, timestamp=1774611750877)
Trade(buyOrderId=BUY-1763965650525-004123, sellOrderId=SELL-1763965655394-002018, tradeType=EQUITY, price=94.01, quantity=114, timestamp=1774611750878)
Trade(buyOrderId=BUY-1763965650529-006807, sellOrderId=SELL-1763965655394-002018, tradeType=EQUITY, price=94.01, quantity=64, timestamp=1774611750879)
Trade(buyOrderId=BUY-1763965650528-005878, sellOrderId=SELL-1763965655395-002531, tradeType=CRYPTO, price=1590.7, quantity=6, timestamp=1774611750879)
Trade(buyOrderId=BUY-1763965650529-007344, sellOrderId=SELL-1763965655395-002531, tradeType=CRYPTO, price=1590.7, quantity=1, timestamp=1774611750880)
Trade(buyOrderId=BUY-1763965650529-007344, sellOrderId=SELL-1763965655398-004243, tradeType=CRYPTO, price=3284.04, quantity=3, timestamp=1774611750881)
Trade(buyOrderId=BUY-1763965650529-006807, sellOrderId=SELL-1763965655392-001143, tradeType=EQUITY, price=377.81, quantity=30, timestamp=1774611750882)
Trade(buyOrderId=BUY-1763965650529-007344, sellOrderId=SELL-1763965655392-001052, tradeType=CRYPTO, price=2100.74, quantity=2, timestamp=1774611750882)
Trade(buyOrderId=BUY-1763965650529-006724, sellOrderId=SELL-1763965655392-001052, tradeType=CRYPTO, price=2100.74, quantity=7, timestamp=1774611750884)
Trade(buyOrderId=BUY-1763965650525-004232, sellOrderId=SELL-1763965655392-001052, tradeType=CRYPTO, price=2100.74, quantity=2, timestamp=1774611750884)
Trade(buyOrderId=BUY-1763965650528-005818, sellOrderId=SELL-1763965655391-000500, tradeType=CRYPTO, price=1459.4, quantity=12, timestamp=1774611750886)
Trade(buyOrderId=BUY-1763965650526-004386, sellOrderId=SELL-1763965655391-000500, tradeType=CRYPTO, price=1459.4, quantity=4, timestamp=1774611750886)
Trade(buyOrderId=BUY-1763965650529-006714, sellOrderId=SELL-1763965655391-000500, tradeType=CRYPTO, price=1459.4, quantity=10, timestamp=1774611750887)
Trade(buyOrderId=BUY-1763965650526-004860, sellOrderId=SELL-1763965655397-003841, tradeType=FOREX, price=7.8, quantity=276, timestamp=1774611750888)
Trade(buyOrderId=BUY-1763965650526-004860, sellOrderId=SELL-1763965655396-003481, tradeType=FOREX, price=9.36, quantity=44, timestamp=1774611750888)
Trade(buyOrderId=BUY-1763965650529-006807, sellOrderId=SELL-1763965655393-001847, tradeType=EQUITY, price=221.33, quantity=65, timestamp=1774611750889)
Trade(buyOrderId=BUY-1763965650529-006977, sellOrderId=SELL-1763965655393-001847, tradeType=EQUITY, price=221.33, quantity=68, timestamp=1774611750890)
Trade(buyOrderId=BUY-1763965650527-005443, sellOrderId=SELL-1763965655393-001847, tradeType=EQUITY, price=221.33, quantity=69, timestamp=1774611750891)
Trade(buyOrderId=BUY-1763965650527-005443, sellOrderId=SELL-1763965655397-003745, tradeType=EQUITY, price=357.99, quantity=25, timestamp=1774611750892)
Trade(buyOrderId=BUY-1763965650527-005443, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=19, timestamp=1774611750893)
Trade(buyOrderId=BUY-1763965650527-005550, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=95, timestamp=1774611750894)
Trade(buyOrderId=BUY-1763965650527-005684, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=22, timestamp=1774611750894)
Trade(buyOrderId=BUY-1763965650525-004365, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=33, timestamp=1774611750895)
Trade(buyOrderId=BUY-1763965650526-004748, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=37, timestamp=1774611750896)
Trade(buyOrderId=BUY-1763965650523-002448, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=20, timestamp=1774611750897)
Trade(buyOrderId=BUY-1763965650528-006625, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=104, timestamp=1774611750897)
Trade(buyOrderId=BUY-1763965650524-003016, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=99, timestamp=1774611750898)
Trade(buyOrderId=BUY-1763965650526-004880, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=16, timestamp=1774611750899)
Trade(buyOrderId=BUY-1763965650522-001929, sellOrderId=SELL-1763965655394-002367, tradeType=EQUITY, price=131.89, quantity=92, timestamp=1774611750900)
Trade(buyOrderId=BUY-1763965650526-004860, sellOrderId=SELL-1763965655399-004908, tradeType=FOREX, price=3.99, quantity=149, timestamp=1774611750901)
Trade(buyOrderId=BUY-1763965650529-006779, sellOrderId=SELL-1763965655399-004908, tradeType=FOREX, price=3.99, quantity=469, timestamp=1774611750901)
Trade(buyOrderId=BUY-1763965650529-006714, sellOrderId=SELL-1763965655397-003688, tradeType=CRYPTO, price=3815.88, quantity=1, timestamp=1774611750902)
Trade(buyOrderId=BUY-1763965650528-005865, sellOrderId=SELL-1763965655397-003688, tradeType=CRYPTO, price=3815.88, quantity=7, timestamp=1774611750903)
Trade(buyOrderId=BUY-1763965650529-006779, sellOrderId=SELL-1763965655393-001614, tradeType=FOREX, price=2.59, quantity=39, timestamp=1774611750904)
Trade(buyOrderId=BUY-1763965650520-000858, sellOrderId=SELL-1763965655393-001614, tradeType=FOREX, price=2.59, quantity=763, timestamp=1774611750904)
Trade(buyOrderId=BUY-1763965650524-003402, sellOrderId=SELL-1763965655393-001614, tradeType=FOREX, price=2.59, quantity=38, timestamp=1774611750905)
Trade(buyOrderId=BUY-1763965650528-005865, sellOrderId=SELL-1763965655397-003974, tradeType=CRYPTO, price=1796.11, quantity=4, timestamp=1774611750906)
Trade(buyOrderId=BUY-1763965650529-006654, sellOrderId=SELL-1763965655397-003974, tradeType=CRYPTO, price=1796.11, quantity=5, timestamp=1774611750907)
Trade(buyOrderId=BUY-1763965650527-005251, sellOrderId=SELL-1763965655397-003974, tradeType=CRYPTO, price=1796.11, quantity=4, timestamp=1774611750908)
Trade(buyOrderId=BUY-1763965650522-001929, sellOrderId=SELL-1763965655397-003642, tradeType=EQUITY, price=181.35, quantity=81, timestamp=1774611750908)
Trade(buyOrderId=BUY-1763965650527-005215, sellOrderId=SELL-1763965655397-003642, tradeType=EQUITY, price=181.35, quantity=103, timestamp=1774611750909)
Trade(buyOrderId=BUY-1763965650529-007445, sellOrderId=SELL-1763965655397-003642, tradeType=EQUITY, price=181.35, quantity=24, timestamp=1774611750910)
Trade(buyOrderId=BUY-1763965650529-007031, sellOrderId=SELL-1763965655397-003642, tradeType=EQUITY, price=181.35, quantity=17, timestamp=1774611750911)
Trade(buyOrderId=BUY-1763965650519-000553, sellOrderId=SELL-1763965655397-003642, tradeType=EQUITY, price=181.35, quantity=127, timestamp=1774611750911)
Trade(buyOrderId=BUY-1763965650521-001376, sellOrderId=SELL-1763965655397-003642, tradeType=EQUITY, price=181.35, quantity=93, timestamp=1774611750912)
Trade(buyOrderId=BUY-1763965650524-003402, sellOrderId=SELL-1763965655391-000846, tradeType=FOREX, price=1.3, quantity=446, timestamp=1774611750913)
Trade(buyOrderId=BUY-1763965650527-005251, sellOrderId=SELL-1763965655391-000732, tradeType=CRYPTO, price=2253.73, quantity=6, timestamp=1774611750914)
Trade(buyOrderId=BUY-1763965650520-000918, sellOrderId=SELL-1763965655391-000732, tradeType=CRYPTO, price=2253.73, quantity=1, timestamp=1774611750915)
Trade(buyOrderId=BUY-1763965650524-003402, sellOrderId=SELL-1763965655397-003859, tradeType=FOREX, price=8.86, quantity=453, timestamp=1774611750915)
Trade(buyOrderId=BUY-1763965650524-003236, sellOrderId=SELL-1763965655397-003859, tradeType=FOREX, price=8.86, quantity=31, timestamp=1774611750916)
Trade(buyOrderId=BUY-1763965650525-004166, sellOrderId=SELL-1763965655397-003859, tradeType=FOREX, price=8.86, quantity=445, timestamp=1774611750917)
Trade(buyOrderId=BUY-1763965650526-004725, sellOrderId=SELL-1763965655397-003859, tradeType=FOREX, price=8.86, quantity=5, timestamp=1774611750918)
Trade(buyOrderId=BUY-1763965650520-000918, sellOrderId=SELL-1763965655391-000861, tradeType=CRYPTO, price=3554.1, quantity=3, timestamp=1774611750919)
Trade(buyOrderId=BUY-1763965650520-000918, sellOrderId=SELL-1763965655394-002268, tradeType=CRYPTO, price=3323.06, quantity=8, timestamp=1774611750920)
Trade(buyOrderId=BUY-1763965650528-005953, sellOrderId=SELL-1763965655394-002268, tradeType=CRYPTO, price=3323.06, quantity=1, timestamp=1774611750921)
Trade(buyOrderId=BUY-1763965650528-005953, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=8, timestamp=1774611750921)
Trade(buyOrderId=BUY-1763965650521-001383, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=11, timestamp=1774611750922)
Trade(buyOrderId=BUY-1763965650529-007482, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=2, timestamp=1774611750923)
Trade(buyOrderId=BUY-1763965650521-001076, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=9, timestamp=1774611750924)
Trade(buyOrderId=BUY-1763965650527-005513, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=9, timestamp=1774611750924)
Trade(buyOrderId=BUY-1763965650525-003907, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=6, timestamp=1774611750925)
Trade(buyOrderId=BUY-1763965650526-004465, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=2, timestamp=1774611750926)
Trade(buyOrderId=BUY-1763965650528-005908, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=5, timestamp=1774611750927)
Trade(buyOrderId=BUY-1763965650524-003272, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=12, timestamp=1774611750928)
Trade(buyOrderId=BUY-1763965650524-003347, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=12, timestamp=1774611750929)
Trade(buyOrderId=BUY-1763965650521-001198, sellOrderId=SELL-1763965655398-004100, tradeType=CRYPTO, price=376.32, quantity=4, timestamp=1774611750930)
Trade(buyOrderId=BUY-1763965650521-001376, sellOrderId=SELL-1763965655394-002280, tradeType=EQUITY, price=149.29, quantity=101, timestamp=1774611750931)
Trade(buyOrderId=BUY-1763965650523-002712, sellOrderId=SELL-1763965655394-002280, tradeType=EQUITY, price=149.29, quantity=64, timestamp=1774611750932)
Trade(buyOrderId=BUY-1763965650523-002662, sellOrderId=SELL-1763965655394-002280, tradeType=EQUITY, price=149.29, quantity=63, timestamp=1774611750932)
Trade(buyOrderId=BUY-1763965650522-001614, sellOrderId=SELL-1763965655394-002280, tradeType=EQUITY, price=149.29, quantity=104, timestamp=1774611750934)
Trade(buyOrderId=BUY-1763965650524-003484, sellOrderId=SELL-1763965655394-002280, tradeType=EQUITY, price=149.29, quantity=19, timestamp=1774611750934)
Trade(buyOrderId=BUY-1763965650525-004351, sellOrderId=SELL-1763965655394-002280, tradeType=EQUITY, price=149.29, quantity=198, timestamp=1774611750935)
Trade(buyOrderId=BUY-1763965650525-003706, sellOrderId=SELL-1763965655394-002280, tradeType=EQUITY, price=149.29, quantity=99, timestamp=1774611750936)
Trade(buyOrderId=BUY-1763965650525-003706, sellOrderId=SELL-1763965655394-002026, tradeType=EQUITY, price=116.71, quantity=13, timestamp=1774611750936)
Trade(buyOrderId=BUY-1763965650528-006468, sellOrderId=SELL-1763965655394-002026, tradeType=EQUITY, price=116.71, quantity=10, timestamp=1774611750937)
Trade(buyOrderId=BUY-1763965650525-003683, sellOrderId=SELL-1763965655394-002026, tradeType=EQUITY, price=116.71, quantity=85, timestamp=1774611750938)
Trade(buyOrderId=BUY-1763965650529-007039, sellOrderId=SELL-1763965655394-002026, tradeType=EQUITY, price=116.71, quantity=213, timestamp=1774611750938)
Trade(buyOrderId=BUY-1763965650526-004848, sellOrderId=SELL-1763965655394-002026, tradeType=EQUITY, price=116.71, quantity=116, timestamp=1774611750939)
Trade(buyOrderId=BUY-1763965650520-000677, sellOrderId=SELL-1763965655394-002026, tradeType=EQUITY, price=116.71, quantity=36, timestamp=1774611750940)
Trade(buyOrderId=BUY-1763965650521-001563, sellOrderId=SELL-1763965655394-002026, tradeType=EQUITY, price=116.71, quantity=118, timestamp=1774611750940)
Trade(buyOrderId=BUY-1763965650529-006826, sellOrderId=SELL-1763965655394-002026, tradeType=EQUITY, price=116.71, quantity=63, timestamp=1774611750941)
